conversion_rate,occupation,Id,business,Market_Rank,Biz_Street_Number_and_Name,Alt_BizPhone,Search_Location,Enriched_by,Date_Prospected,Prospected_by,Google_Search_Link,Stand_Alone_Website,Google_Search_Side_Profile__Y_N_,Google___of_Reviews,Google_Avg_Rating,Google_Lastest_Review__XXX_months_ago_,Angie_s_Search_Link,Angi_s_Profile_Link,Angi_s___of_Reviews,Angi_s_Avg_Rating,Angi_Lastest_Review_Date,Home_Advisor_Search_Link,HA_Profile_Link,HA___of_Reviews,HA_Avg_Rating,HA_Lastest_Review_Date,Yelp_Search_Link,Yelp_Profile_Link,Yelp___of_Reviews,Yelp___of_Reviews__that_are_not_recommended_,Yelp_Avg_Rating,Yelp__Lastest_Review_Date,Facebook_Search_Link,FB_URL,FB___of_Reviews,FB_Avg_Rating,FB_Latest_Review_Date,FB_Page_Likes,FB_Page_Follows,Instagram_Search_Link,IG_URL,IG_Follows,Month_Released,Occurence_in_MHF__Last_5_mos_,Month,Category,State,City,PostalCode,Phone,Email,DateAdded,sales_outcome,sales_outcome_date_mt,outcome_number_of_attempts,lead_status,lead_number_of_attempts,lead_converted_time,opportunity_id,opportunity_stage,opp_lead_pro_user_pk
0.0412,Landscaper,00Q3q00001aQ2mqEAC,"Walter&Sons Landscaping, LLC",,3825 E Hearn Rd,,HomeAdvisor,Nhejy Chua,4/25/2022,Nhejy Chua,"www.google.com/search?q=Walter&Sons Landscaping, LLC in Phoenix, AZ",,false,,,,"www.google.com/search?q=Walter&Sons Landscaping, LLC in Phoenix, AZ site:angi.com",,,,,"www.google.com/search?q=Walter&Sons Landscaping, LLC in Phoenix, AZ site:homeadvisor.com",https://www.homeadvisor.com/rated.WalterSonsLandscaping.121428400.html,1,5.0,2021-12-08,"www.google.com/search?q=Walter&Sons Landscaping, LLC in Phoenix, AZ site:yelp.com",,,,,,"www.google.com/search?q=Walter&Sons Landscaping, LLC in Phoenix, AZ site:facebook.com",,,,,,,"www.google.com/search?q=Walter&Sons Landscaping, LLC Phoenix, AZ Instagram",,,,,April 2022,Weeding,AZ,Phoenix,85050,6235849689,,2022-04-29,Attempt,2022-05-17,2,Unsuccessful,2,,,,
0.0412,Landscaper,00Q3q00001aQ3JmEAK,Project One Landscape,,3240 West Taylor Street,,HomeAdvisor,Nhejy Chua,4/25/2022,Nhejy Chua,"www.google.com/search?q=Project One Landscape in Phoenix, AZ",https://projectonelandscape.com/,true,,,,"www.google.com/search?q=Project One Landscape in Phoenix, AZ site:angi.com",,,,,"www.google.com/search?q=Project One Landscape in Phoenix, AZ site:homeadvisor.com",https://www.homeadvisor.com/rated.ProjectOneLandscape.121813131.html,1,5.0,2022-01-06,"www.google.com/search?q=Project One Landscape in Phoenix, AZ site:yelp.com",,,,,,"www.google.com/search?q=Project One Landscape in Phoenix, AZ site:facebook.com",,,,,,,"www.google.com/search?q=Project One Landscape Phoenix, AZ Instagram",,,,,April 2022,Weeding,AZ,Phoenix,85009,6028585309,,2022-04-29,New,2022-05-06,4,New,4,,,,
0.0428,Handyman,00Q3q00001aOlfyEAC,McNicholas Construction,,"10261 West 77th Place
Denver, CO",,HomeAdvisor,Sheryl Reyes,4/12/2022,Sheryl Reyes,"www.google.com/search?q=McNicholas Construction in Denver, CO",,false,,,,"www.google.com/search?q=McNicholas Construction in Denver, CO site:angi.com",,,,,"www.google.com/search?q=McNicholas Construction in Denver, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.McNicholasConstruction.113545990.html,1,5.0,,"www.google.com/search?q=McNicholas Construction in Denver, CO site:yelp.com",,,,,,"www.google.com/search?q=McNicholas Construction in Denver, CO site:facebook.com",https://www.facebook.com/mcnicholasconstruction56/?ref=page_internal,,,,127,127,"www.google.com/search?q=McNicholas Construction Denver, CO Instagram",,,,,April 2022,Window Installation,CO,Denver,80214,3034896041,jasonwmc46@gmail.com,2022-04-29,Attempt,2022-04-26,1,Unsuccessful,1,,,,
0.0591,Mover,00Q3q00001aPdUeEAK,Cisco Towing,,"5913 Nolensville Pike Nashville, TN",,Yelp,Angela Pastidio,4/28/2022,Angela Pastidio,"www.google.com/search?q=Cisco Towing in Nashville, TN",https://www.ciscotowingnashville.com,true,29,4.9,3.0,"www.google.com/search?q=Cisco Towing in Nashville, TN site:angi.com",,,,,"www.google.com/search?q=Cisco Towing in Nashville, TN site:homeadvisor.com",,,,,"www.google.com/search?q=Cisco Towing in Nashville, TN site:yelp.com",https://www.yelp.com/biz/cisco-towing-nashville?osq=Junk+Removal,1,,5.0,2021-12-13,"www.google.com/search?q=Cisco Towing in Nashville, TN site:facebook.com",,,,,,,"www.google.com/search?q=Cisco Towing Nashville, TN Instagram",,,,,April 2022,Junk Removal,TN,Nashville,37211,6154745808,ahmedmizoury@yahoo.com,2022-04-29,Attempt,2022-05-11,1,Unsuccessful,1,,,,
0.0349,Cleaner,00Q3q00001aOlg8EAC,Living Water Power Washing,,"1779 NW 615th Rd
Kingsville, MO",,HomeAdvisor,Sheryl Reyes,4/18/2022,Sheryl Reyes,"www.google.com/search?q=Living Water Power Washing in Overland Park, KS",https://www.livingwaterpowerwashing.com/,true,3,4.7,12.0,"www.google.com/search?q=Living Water Power Washing in Overland Park, KS site:angi.com",,,,,"www.google.com/search?q=Living Water Power Washing in Overland Park, KS site:homeadvisor.com",https://www.homeadvisor.com/rated.livingwaterpowerwashing.108039515.html,9,4.9,2021-04-14,"www.google.com/search?q=Living Water Power Washing in Overland Park, KS site:yelp.com",,,,,,"www.google.com/search?q=Living Water Power Washing in Overland Park, KS site:facebook.com",https://www.facebook.com/LivingWaterPowerWashing/,1,5.0,2021-01-11,64,66,"www.google.com/search?q=Living Water Power Washing Overland Park, KS Instagram",,,,,May 2022,House Cleaning,KS,Overland Park,64061,8165371820,,2022-05-06,Connection,2022-05-03,1,Unsuccessful,1,,,,
0.0428,Handyman,00Q3q00001YisRaEAJ,Handyboyz,,"San Diego, CA",,Yelp,Karla Bagalay,4/27/2022,Karla Bagalay,"www.google.com/search?q=Handyboyz in San Diego, CA",https://handyboyz.business.site/,true,,,,"www.google.com/search?q=Handyboyz in San Diego, CA site:angi.com",,,,,"www.google.com/search?q=Handyboyz in San Diego, CA site:homeadvisor.com",,,,,"www.google.com/search?q=Handyboyz in San Diego, CA site:yelp.com",https://www.yelp.com/biz/handyboyz-san-diego-2?osq=Handyman,31,6,4.5,2022-04-15,"www.google.com/search?q=Handyboyz in San Diego, CA site:facebook.com",,,,,,,"www.google.com/search?q=Handyboyz San Diego, CA Instagram",,,,,May 2022,Handyman,CA,San Diego,92103,6199000879,,2022-05-06,Attempt,2021-12-30,2,Convert,2,2021-12-14T00:00:00Z,0063q0000124UHjAAM,Closed Lost,
0.0349,Cleaner,00Q3q00001aQ30aEAC,"Dye Exteriors and Construction, LLC",,"1034 Woodmont Drive Gallatin, TN",,HomeAdvisor,Edcelle Marie Parreno,5/4/2022,Edcelle Marie Parreno,"www.google.com/search?q=Dye Exteriors and Construction, LLC in Nashville, TN",https://www.dyeexteriorsandconstruction.com/,true,1,5.0,24.0,"www.google.com/search?q=Dye Exteriors and Construction, LLC in Nashville, TN site:angi.com",,,,,"www.google.com/search?q=Dye Exteriors and Construction, LLC in Nashville, TN site:homeadvisor.com",https://www.homeadvisor.com/rated.DyeExteriorsand.98899619.html,19,4.5,2021-06-09,"www.google.com/search?q=Dye Exteriors and Construction, LLC in Nashville, TN site:yelp.com",https://www.yelp.com/biz/dye-exteriors-and-construction-gallatin,1,,1.0,2021-06-09,"www.google.com/search?q=Dye Exteriors and Construction, LLC in Nashville, TN site:facebook.com",https://www.facebook.com/Dye-Exteriors-And-Construction-112239497280647/?ref=py_c,,,,1,4,"www.google.com/search?q=Dye Exteriors and Construction, LLC Nashville, TN Instagram",,,,,May 2022,Gutter Cleaning and Maintenance,TN,Nashville,37066,6159220066,dyeexteriors@gmail.com,2022-05-06,Attempt,2022-05-09,1,Unsuccessful,1,,,,
0.0768,Engineer and Technical Designer,00Q3q00001YOcLeEAL,SGE & Associates Inc.,,"805 West Hickory Street
Hinsdale, IL",,HomeAdvisor,Maricor Villaluz,5/10/2022,Maricor Villaluz,"www.google.com/search?q=SGE & Associates Inc. in Chicago, IL",http://www.sgearchitects.com/,true,1,5.0,48.0,"www.google.com/search?q=SGE & Associates Inc. in Chicago, IL site:angi.com",,,,,"www.google.com/search?q=SGE & Associates Inc. in Chicago, IL site:homeadvisor.com",https://www.homeadvisor.com/sp/sge-associates,,,,"www.google.com/search?q=SGE & Associates Inc. in Chicago, IL site:yelp.com",https://www.yelp.com/biz/sge-residential-archtects-hinsdale,,1,,2017-11-28,"www.google.com/search?q=SGE & Associates Inc. in Chicago, IL site:facebook.com",,,,,,,"www.google.com/search?q=SGE & Associates Inc. Chicago, IL Instagram",,,,,May 2022,Architectural Services,IL,Chicago,60521,6307077374,sergio@sgearchitects.com,2022-05-13,New,2022-05-20,4,New,4,,,,
0.0634,"Floor, Carpet, and Tile Specialist",00Q3q00001YOckUEAT,"All In Stone Repairs And Restoration, Inc.",,PO Box 236,,HomeAdvisor,Karla Bagalay,5/11/2022,Karla Bagalay,"www.google.com/search?q=All In Stone Repairs And Restoration, Inc. in Charlotte, NC",,false,,,,"www.google.com/search?q=All In Stone Repairs And Restoration, Inc. in Charlotte, NC site:angi.com",,,,,"www.google.com/search?q=All In Stone Repairs And Restoration, Inc. in Charlotte, NC site:homeadvisor.com",https://www.homeadvisor.com/rated.AllinStoneRepairand.94982616.html,9,4.9,2022-01-08,"www.google.com/search?q=All In Stone Repairs And Restoration, Inc. in Charlotte, NC site:yelp.com",,,,,,"www.google.com/search?q=All In Stone Repairs And Restoration, Inc. in Charlotte, NC site:facebook.com",https://www.facebook.com/Allinstonerepairs,,,,119,,"www.google.com/search?q=All In Stone Repairs And Restoration, Inc. Charlotte, NC Instagram",,,,,May 2022,Countertop Installation,NC,Charlotte,28201,9044852924,Allinstonerepairs@gmail.com,2022-05-13,Pitch,2022-06-29,5,Convert,5,2022-06-24T00:00:00Z,0063q00001308PAAAY,Pitched,
0.0886,HVAC Specialist,00Q3q00001aQ2vtEAC,"Oasis Heating & Cooling, Inc.",,"PO Box 159
Adamsburg, PA",,HomeAdvisor,Ruby Rachel de Castro,5/4/2022,Ruby Rachel de Castro,"www.google.com/search?q=Oasis Heating & Cooling, Inc. in Pittsburgh, PA",,false,,,,"www.google.com/search?q=Oasis Heating & Cooling, Inc. in Pittsburgh, PA site:angi.com",,,,,"www.google.com/search?q=Oasis Heating & Cooling, Inc. in Pittsburgh, PA site:homeadvisor.com",https://www.homeadvisor.com/sp/oasis-heating-cooling,,,,"www.google.com/search?q=Oasis Heating & Cooling, Inc. in Pittsburgh, PA site:yelp.com",,,,,,"www.google.com/search?q=Oasis Heating & Cooling, Inc. in Pittsburgh, PA site:facebook.com",,,,,,,"www.google.com/search?q=Oasis Heating & Cooling, Inc. Pittsburgh, PA Instagram",,,,,May 2022,Heating System Repair or Maintenance,PA,Pittsburgh,15611,7249490875,,2022-05-13,New,2022-05-06,4,New,4,,,,
0.1202,Pest Control Specialist,00Q3q00001aQ2teEAC,"Ratman Rodent Removal, LLC",,"Tarpon Springs, FL",,HomeAdvisor,Edcelle Marie Parreno,5/5/2022,Edcelle Marie Parreno,"www.google.com/search?q=Ratman Rodent Removal, LLC in Tampa, FL",https://www.ratmanrodentremoval.com/,true,71,4.9,0.5,"www.google.com/search?q=Ratman Rodent Removal, LLC in Tampa, FL site:angi.com",,,,,"www.google.com/search?q=Ratman Rodent Removal, LLC in Tampa, FL site:homeadvisor.com",https://www.homeadvisor.com/rated.RatmanRodentRemoval.80355124.html,20,5.0,2022-03-28,"www.google.com/search?q=Ratman Rodent Removal, LLC in Tampa, FL site:yelp.com",https://www.yelp.com/biz/ratman-rodent-and-wildlife-removal-tarpon-springs,1,,5.0,2021-06-01,"www.google.com/search?q=Ratman Rodent Removal, LLC in Tampa, FL site:facebook.com",https://www.facebook.com/RatmanRodnetRemoval/,2,5.0,2022-02-04,81,82,"www.google.com/search?q=Ratman Rodent Removal, LLC Tampa, FL Instagram",https://www.instagram.com/ratmanrodentremoval/?hl=en,,,,May 2022,Pest Control Services,FL,Tampa,34689,7276873051,ratmantrodentremoval@gmail.com,2022-05-13,Connection,2022-05-16,7,Unsuccessful,7,,,,
0.0468,Carpenter,00Q3q00001TxqHwEAJ,Davis Contracting,,"Fairfax Station, VA",,HomeAdvisor,Nhejy Chua,5/31/2022,Nhejy Chua,"www.google.com/search?q=Davis Contracting in Woodbridge, VA",,true,,,,"www.google.com/search?q=Davis Contracting in Woodbridge, VA site:angi.com",,,,,"www.google.com/search?q=Davis Contracting in Woodbridge, VA site:homeadvisor.com",https://www.homeadvisor.com/rated.AlexanderDavis.33701559.html,285,4.8,2022-05-21,"www.google.com/search?q=Davis Contracting in Woodbridge, VA site:yelp.com",https://www.yelp.com/biz/davis-contracting-fairfax-station,10,17,3.5,2019-08-07,"www.google.com/search?q=Davis Contracting in Woodbridge, VA site:facebook.com",,,,,,,"www.google.com/search?q=Davis Contracting Woodbridge, VA Instagram",https://www.instagram.com/daviscontracting7/,78,,,June 2022,Deck or Porch Remodel or Addition,VA,Woodbridge,22039,7032313038,,2022-06-03,Connection,2020-09-30,8,Unsuccessful,1,,,,257720379553146151
0.0349,Cleaner,00Q3q00001aeR6oEAE,JLK Enterprise,,3639 Midway Dr B195. San Diego,,HomeAdvisor,Nhejy Chua,6/2/2022,Nhejy Chua,"www.google.com/search?q=JLK Enterprise in Murrieta, CA",,false,,,,"www.google.com/search?q=JLK Enterprise in Murrieta, CA site:angi.com",,,,,"www.google.com/search?q=JLK Enterprise in Murrieta, CA site:homeadvisor.com",https://www.homeadvisor.com/rated.JLKEnterpriseInc.87619307.html,3,4.8,2017-05-14,"www.google.com/search?q=JLK Enterprise in Murrieta, CA site:yelp.com",https://www.yelp.com/biz/jlk-enterprise-san-diego,,,,,"www.google.com/search?q=JLK Enterprise in Murrieta, CA site:facebook.com",,,,,,,"www.google.com/search?q=JLK Enterprise Murrieta, CA Instagram",,,,,June 2022,House Cleaning,CA,Murrieta,92110,6198466180,,2022-06-03,Retired,2022-06-07,1,Retired,1,,,,
0.0349,Cleaner,00Q3q00001aeQZNEA2,Orange Clean Company,,118 Vintage Park Blvd Suite W 427,,HomeAdvisor,Daisy Deza,5/30/2022,Daisy Deza,"www.google.com/search?q=Orange Clean Company in houston, TX",https://orangecleancompany.com/,true,11,5.0,1.0,"www.google.com/search?q=Orange Clean Company in houston, TX site:angi.com",,,,,"www.google.com/search?q=Orange Clean Company in houston, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.OrangeClean.122534616.html,,,,"www.google.com/search?q=Orange Clean Company in houston, TX site:yelp.com",https://www.yelp.com/biz/tk-cleaning-services-houston,1,,5.0,2021-06-06,"www.google.com/search?q=Orange Clean Company in houston, TX site:facebook.com",https://www.facebook.com/TKCLEANINGUSA,2,,2020-07-21,340,37,"www.google.com/search?q=Orange Clean Company houston, TX Instagram",https://www.instagram.com/tkcleaning.usa/?hl=en,144,,,June 2022,Carpet Cleaning,TX,houston,77070,2813015313,info@orangecleancompany.com,2022-06-03,Connection,2022-06-02,1,Unsuccessful,1,,,,
0.0349,Cleaner,00Q3q00001aeR5XEAU,Premium Detail Pros,,"851 Fountain Circle
Stockbridge, GA",770-896-4664,HomeAdvisor,Maricor Villaluz,5/30/2022,Maricor Villaluz,"www.google.com/search?q=Premium Detail Pros in Atlanta, GA",http://www.premiumdetailpros.com/,false,,,,"www.google.com/search?q=Premium Detail Pros in Atlanta, GA site:angi.com",,,,,"www.google.com/search?q=Premium Detail Pros in Atlanta, GA site:homeadvisor.com",https://www.homeadvisor.com/rated.PremiumDetailPros.114124288.html,,,,"www.google.com/search?q=Premium Detail Pros in Atlanta, GA site:yelp.com",,,,,,"www.google.com/search?q=Premium Detail Pros in Atlanta, GA site:facebook.com",https://www.facebook.com/premiumdetailpros/,,,,45,57,"www.google.com/search?q=Premium Detail Pros Atlanta, GA Instagram",https://www.instagram.com/premiumdetailpros/?hl=en,130,,,June 2022,Pressure Washing,GA,Atlanta,30281,7706746820,,2022-06-03,New,2022-06-03,1,New,1,,,,
0.0468,Carpenter,00Q3q00001aeQeLEAU,Cardoza Cabinets,,3304 Barksdale Drive,512-703-7135,HomeAdvisor,Edcelle Marie Parreno,5/31/2022,Edcelle Marie Parreno,"www.google.com/search?q=Cardoza Cabinets in Austin, TX",https://cardozacabinets.com/,true,,,,"www.google.com/search?q=Cardoza Cabinets in Austin, TX site:angi.com",,,,,"www.google.com/search?q=Cardoza Cabinets in Austin, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.cardozacabinets.117476258.html,,,,"www.google.com/search?q=Cardoza Cabinets in Austin, TX site:yelp.com",,,,,,"www.google.com/search?q=Cardoza Cabinets in Austin, TX site:facebook.com",,,,,,,"www.google.com/search?q=Cardoza Cabinets Austin, TX Instagram",,,,,June 2022,Custom Cabinet Building,TX,Austin,78725,5125738832,CardozaCabinets@gmail.com,2022-06-03,Connection,2022-06-15,2,Unsuccessful,2,,,,
0.0412,Landscaper,00Q0Z00001OwSG2UAN,Villegas Landscaping,,"1960 Cypress Creek Road Houston, TX",,HomeAdvisor,Daisy Deza,6/7/2022,Daisy Deza,"www.google.com/search?q=Villegas Landscaping in Missouri City, TX",,false,,,,"www.google.com/search?q=Villegas Landscaping in Missouri City, TX site:angi.com",,,,,"www.google.com/search?q=Villegas Landscaping in Missouri City, TX site:homeadvisor.com",https://www.homeadvisor.com/rated.Villegaslandscaping.102172459.html,11,5.0,2021-12-07,"www.google.com/search?q=Villegas Landscaping in Missouri City, TX site:yelp.com",,,,,,"www.google.com/search?q=Villegas Landscaping in Missouri City, TX site:facebook.com",https://www.facebook.com/chaparro1981/,1,5.0,2019-03-11,180,181,"www.google.com/search?q=Villegas Landscaping Missouri City, TX Instagram",,,,,June 2022,Outdoor Landscaping and Design,TX,Missouri City,77090,2819398734,reyesvillegas1981@gmail.com,2022-06-17,Pitch,2021-09-14,10,Unsuccessful,2,,,,348462038477864969
0.0412,Landscaper,00Q3q00001aeQNvEAM,"Top Tier Turfing, LLC",,"3491 Stanford Rd #312 Fort Collins, CO",,HomeAdvisor,Peter Jermyn Acosta,6/1/2022,Peter Jermyn Acosta,"www.google.com/search?q=Top Tier Turfing, LLC in Arvada, CO",https://www.turfinstallationfortcollins.com/,true,,,,"www.google.com/search?q=Top Tier Turfing, LLC in Arvada, CO site:angi.com",,,,,"www.google.com/search?q=Top Tier Turfing, LLC in Arvada, CO site:homeadvisor.com",https://www.homeadvisor.com/rated.TopTierTurfing.118813606.html,2,5.0,2021-10-15,"www.google.com/search?q=Top Tier Turfing, LLC in Arvada, CO site:yelp.com",https://www.yelp.com/biz/top-tier-turfing-fort-collins,,,,,"www.google.com/search?q=Top Tier Turfing, LLC in Arvada, CO site:facebook.com",https://www.facebook.com/Top-Tier-Turfing-LLC-101647802305802/,,,,,,"www.google.com/search?q=Top Tier Turfing, LLC Arvada, CO Instagram",https://www.instagram.com/toptierturfingllc/,16,,,June 2022,Outdoor Landscaping and Design,CO,Arvada,80525,9704203438,dexter@toptierturfing.com,2022-06-17,Sale,2022-06-06,1,Convert,1,2022-06-04T00:00:00Z,0063q000012yeyVAAQ,Closed Won,455164853247303696
0.0412,Landscaper,00Q3q00001Zv8cVEAR,M & J Maintenance,,"1840 E. 18th Ave, Apache Junction, AZ",,HomeAdvisor,Ruby Rachel de Castro,3/8/2022,Ruby Rachel de Castro,"www.google.com/search?q=M & J Maintenance in Phoenix, AZ",,false,,,,"www.google.com/search?q=M & J Maintenance in Phoenix, AZ site:angi.com",,,,,"www.google.com/search?q=M & J Maintenance in Phoenix, AZ site:homeadvisor.com",https://www.homeadvisor.com/sp/m-j-maintenance,,,,"www.google.com/search?q=M & J Maintenance in Phoenix, AZ site:yelp.com",,,,,,"www.google.com/search?q=M & J Maintenance in Phoenix, AZ site:facebook.com",,,,,,,"www.google.com/search?q=M & J Maintenance Phoenix, AZ Instagram",,,,,March 2022,Full Service Lawn Care,AZ,Phoenix,85119,6235812412,,2022-03-10,Attempt,2022-03-23,1,Unsuccessful,1,,,,
0.0311,General Contractor,00Q3q00001ZwkyPEAR,Priceless Legends Custom Builders,,"12201 N. 57th Way, Scottsdale, AZ",,HomeAdvisor,Ruby Rachel de Castro,3/9/2022,Ruby Rachel de Castro,"www.google.com/search?q=Priceless Legends Custom Builders in Phoenix, AZ",,false,,,,"www.google.com/search?q=Priceless Legends Custom Builders in Phoenix, AZ site:angi.com",,,,,"www.google.com/search?q=Priceless Legends Custom Builders in Phoenix, AZ site:homeadvisor.com",https://www.homeadvisor.com/sp/priceless-legends-custom-builders,1,4.5,2008-07-06,"www.google.com/search?q=Priceless Legends Custom Builders in Phoenix, AZ site:yelp.com",,,,,,"www.google.com/search?q=Priceless Legends Custom Builders in Phoenix, AZ site:facebook.com",,,,,,,"www.google.com/search?q=Priceless Legends Custom Builders Phoenix, AZ Instagram",,,,,March 2022,Home Remodeling,AZ,Phoenix,85254,6026151064,,2022-03-10,Attempt,2022-06-29,1,Convert,1,2022-04-07T00:00:00Z,0063q000012tBYwAAM,Closed Lost,
0.0569,Electrician,00Q3q00001Zv83dEAB,"Millennium Project Solutions, Inc.",,14026 FM 2100 Ste C,,HomeAdvisor,Karla Bagalay,3/9/2022,Karla Bagalay,"www.google.com/search?q=Millennium Project Solutions, Inc. in Houston, TX",https://mps-team.com/,true,7,4.6,0.5,"www.google.com/search?q=Millennium Project Solutions, Inc. in Houston, TX site:angi.com",,,,,"www.google.com/search?q=Millennium Project Solutions, Inc. in Houston, TX site:homeadvisor.com",https://www.homeadvisor.com/sp/millennium-project-solutions,2,4.83,2014-04-10,"www.google.com/search?q=Millennium Project Solutions, Inc. in Houston, TX site:yelp.com",https://www.yelp.com/biz/millennium-project-solutions-crosby,,,,,"www.google.com/search?q=Millennium Project Solutions, Inc. in Houston, TX site:facebook.com",https://www.facebook.com/Millennium-Project-Solutions-1456773971204867/,12,4.3,2014-02-13,131,132,"www.google.com/search?q=Millennium Project Solutions, Inc. Houston, TX Instagram",,,,,March 2022,Electrical and Wiring Repair,TX,Houston,,2813282200,sales@mps-team.com,2022-03-11,Connection,2022-03-15,1,Unsuccessful,1,,,,
0.0977,Roofer and Sider,00Q3q00001ZtIdTEAV,Hammer Roofing & Construction,,24231 Hartland Dr,,HomeAdvisor,Angela Pastidio,,Karla Bagalay,"www.google.com/search?q=Hammer Roofing & Construction in Cleveland, OH",,false,,,,"www.google.com/search?q=Hammer Roofing & Construction in Cleveland, OH site:angi.com",,,,,"www.google.com/search?q=Hammer Roofing & Construction in Cleveland, OH site:homeadvisor.com",https://www.homeadvisor.com/sp/hammer-roofing-construction,,,,"www.google.com/search?q=Hammer Roofing & Construction in Cleveland, OH site:yelp.com",,,,,,"www.google.com/search?q=Hammer Roofing & Construction in Cleveland, OH site:facebook.com",https://www.facebook.com/tradesmanhomeexteriors/,,,,411,412,"www.google.com/search?q=Hammer Roofing & Construction Cleveland, OH Instagram",,,,,March 2022,Roof Installation or Replacement,OH,Cleveland,44132,2162618917,,2022-03-11,Attempt,2022-03-10,2,Unsuccessful,2,,,,
